item_key,unit,category,item,co2,source,match_key,match_tokens
potato boiled from fresh peel not eaten made with margarine,0.204,food,"potato, boiled, from fresh, peel not eaten, made with margarine",0.46,Existing Dataset,potato boiled from peel not eaten made with margarine,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'margarine')"
potato boiled from fresh peel not eaten made with margarine,kg,food,"Potato, boiled, from fresh, peel not eaten, made with margarine",0.46,combined_food_emissions,potato boiled from peel not eaten made with margarine,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'margarine')"
potato boiled from fresh peel not eaten made with oil,0.204,food,"potato, boiled, from fresh, peel not eaten, made with oil",0.46,Existing Dataset,potato boiled from peel not eaten made with oil,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'oil')"
potato boiled from fresh peel not eaten made with oil,kg,food,"Potato, boiled, from fresh, peel not eaten, made with oil",0.46,combined_food_emissions,potato boiled from peel not eaten made with oil,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'oil')"
potato boiled from fresh peel not eaten no added fat,0.214,food,"potato, boiled, from fresh, peel not eaten, no added fat",0.46,Existing Dataset,potato boiled from peel not eaten no added fat,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'no', 'added', 'fat')"
potato boiled from fresh peel not eaten no added fat,kg,food,"Potato, boiled, from fresh, peel not eaten, no added fat",0.46,combined_food_emissions,potato boiled from peel not eaten no added fat,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'no', 'added', 'fat')"
potato boiled from fresh peel not eaten ns as to fat,0.204,food,"potato, boiled, from fresh, peel not eaten, ns as to fat",0.46,Existing Dataset,potato boiled from peel not eaten ns as to fat,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'ns', 'as', 'to', 'fat')"
potato boiled from fresh peel not eaten ns as to fat,kg,food,"Potato, boiled, from fresh, peel not eaten, NS as to fat",0.46,combined_food_emissions,potato boiled from peel not eaten ns as to fat,"('potato', 'boiled', 'from', 'peel', 'not', 'eaten', 'ns', 'as', 'to', 'fat')"
potato boiled nfs,0.204,food,"potato, boiled, nfs",0.46,Existing Dataset,potato boiled nfs,"('potato', 'boiled', 'nfs')"
potato boiled nfs,kg,food,"Potato, boiled, NFS",0.46,combined_food_emissions,potato boiled nfs,"('potato', 'boiled', 'nfs')"
potato boiled ready to heat,0.204,food,"potato, boiled, ready-to-heat",0.46,Existing Dataset,potato boiled ready to heat,"('potato', 'boiled', 'ready', 'to', 'heat')"
potato boiled ready to heat,kg,food,"Potato, boiled, ready-to-heat",0.46,combined_food_emissions,potato boiled ready to heat,"('potato', 'boiled', 'ready', 'to', 'heat')"
potato canned fat added ns as to fat type,0.054,food,"potato, canned, fat added, ns as to fat type",0.46,Existing Dataset,potato canned fat added ns as to fat type,"('potato', 'canned', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato canned fat added ns as to fat type,kg,food,"Potato, canned, fat added, NS as to fat type",0.46,combined_food_emissions,potato canned fat added ns as to fat type,"('potato', 'canned', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato canned no added fat,0.057,food,"potato, canned, no added fat",0.46,Existing Dataset,potato canned no added fat,"('potato', 'canned', 'no', 'added', 'fat')"
potato canned no added fat,kg,food,"Potato, canned, no added fat",0.46,combined_food_emissions,potato canned no added fat,"('potato', 'canned', 'no', 'added', 'fat')"
potato canned ns as to fat,0.054,food,"potato, canned, ns as to fat",0.46,Existing Dataset,potato canned ns as to fat,"('potato', 'canned', 'ns', 'as', 'to', 'fat')"
potato canned ns as to fat,kg,food,"Potato, canned, NS as to fat",0.46,combined_food_emissions,potato canned ns as to fat,"('potato', 'canned', 'ns', 'as', 'to', 'fat')"
potato chicken pie puerto rican style,0.107,food,"potato chicken pie, puerto rican style",9.87,Existing Dataset,potato chicken pie puerto rican style,"('potato', 'chicken', 'pie', 'puerto', 'rican', 'style')"
potato chicken pie puerto rican style,kg,food,"Potato chicken pie, Puerto Rican style",9.87,combined_food_emissions,potato chicken pie puerto rican style,"('potato', 'chicken', 'pie', 'puerto', 'rican', 'style')"
potato french fries fast food,0.124,food,"potato, french fries, fast food",0.46,Existing Dataset,potato french fry fast food,"('potato', 'french', 'fry', 'fast', 'food')"
potato french fries fast food,kg,food,"Potato, french fries, fast food",0.46,combined_food_emissions,potato french fry fast food,"('potato', 'french', 'fry', 'fast', 'food')"
potato french fries from fresh baked,0.151,food,"potato, french fries, from fresh, baked",0.46,Existing Dataset,potato french fry from baked,"('potato', 'french', 'fry', 'from', 'baked')"
potato french fries from fresh baked,kg,food,"Potato, french fries, from fresh, baked",0.46,combined_food_emissions,potato french fry from baked,"('potato', 'french', 'fry', 'from', 'baked')"
potato french fries from fresh fried,0.144,food,"potato, french fries, from fresh, fried",0.46,Existing Dataset,potato french fry from fried,"('potato', 'french', 'fry', 'from', 'fried')"
potato french fries from fresh fried,kg,food,"Potato, french fries, from fresh, fried",0.46,combined_food_emissions,potato french fry from fried,"('potato', 'french', 'fry', 'from', 'fried')"
potato french fries from frozen baked,0.104,food,"potato, french fries, from frozen, baked",0.46,Existing Dataset,potato french fry from frozen baked,"('potato', 'french', 'fry', 'from', 'frozen', 'baked')"
potato french fries from frozen baked,kg,food,"Potato, french fries, from frozen, baked",0.46,combined_food_emissions,potato french fry from frozen baked,"('potato', 'french', 'fry', 'from', 'frozen', 'baked')"
potato french fries from frozen fried,0.095,food,"potato, french fries, from frozen, fried",0.46,Existing Dataset,potato french fry from frozen fried,"('potato', 'french', 'fry', 'from', 'frozen', 'fried')"
potato french fries from frozen fried,kg,food,"Potato, french fries, from frozen, fried",0.46,combined_food_emissions,potato french fry from frozen fried,"('potato', 'french', 'fry', 'from', 'frozen', 'fried')"
potato french fries nfs,0.095,food,"potato, french fries, nfs",0.46,Existing Dataset,potato french fry nfs,"('potato', 'french', 'fry', 'nfs')"
potato french fries nfs,kg,food,"Potato, french fries, NFS",0.46,combined_food_emissions,potato french fry nfs,"('potato', 'french', 'fry', 'nfs')"
potato french fries ns as to fresh or frozen,0.095,food,"potato, french fries, ns as to fresh or frozen",0.46,Existing Dataset,potato french fry ns as to or frozen,"('potato', 'french', 'fry', 'ns', 'as', 'to', 'or', 'frozen')"
potato french fries ns as to fresh or frozen,kg,food,"Potato, french fries, NS as to fresh or frozen",0.46,combined_food_emissions,potato french fry ns as to or frozen,"('potato', 'french', 'fry', 'ns', 'as', 'to', 'or', 'frozen')"
potato french fries restaurant,0.112,food,"potato, french fries, restaurant",0.46,Existing Dataset,potato french fry restaurant,"('potato', 'french', 'fry', 'restaurant')"
potato french fries restaurant,kg,food,"Potato, french fries, restaurant",0.46,combined_food_emissions,potato french fry restaurant,"('potato', 'french', 'fry', 'restaurant')"
potato french fries school,0.151,food,"potato, french fries, school",0.46,Existing Dataset,potato french fry school,"('potato', 'french', 'fry', 'school')"
potato french fries school,kg,food,"Potato, french fries, school",0.46,combined_food_emissions,potato french fry school,"('potato', 'french', 'fry', 'school')"
potato french fries with cheese,0.089,food,"potato, french fries, with cheese",0.46,Existing Dataset,potato french fry with cheese,"('potato', 'french', 'fry', 'with', 'cheese')"
potato french fries with cheese,kg,food,"Potato, french fries, with cheese",0.46,combined_food_emissions,potato french fry with cheese,"('potato', 'french', 'fry', 'with', 'cheese')"
potato french fries with cheese fast food restaurant,0.089,food,"potato, french fries, with cheese, fast food / restaurant",0.46,Existing Dataset,potato french fry with cheese fast food restaurant,"('potato', 'french', 'fry', 'with', 'cheese', 'fast', 'food', 'restaurant')"
potato french fries with cheese fast food restaurant,kg,food,"Potato, french fries, with cheese, fast food / restaurant",0.46,combined_food_emissions,potato french fry with cheese fast food restaurant,"('potato', 'french', 'fry', 'with', 'cheese', 'fast', 'food', 'restaurant')"
potato french fries with cheese school,0.14,food,"potato, french fries, with cheese, school",0.46,Existing Dataset,potato french fry with cheese school,"('potato', 'french', 'fry', 'with', 'cheese', 'school')"
potato french fries with cheese school,kg,food,"Potato, french fries, with cheese, school",0.46,combined_food_emissions,potato french fry with cheese school,"('potato', 'french', 'fry', 'with', 'cheese', 'school')"
potato french fries with chili,0.114,food,"potato, french fries, with chili",0.46,Existing Dataset,potato french fry with chili,"('potato', 'french', 'fry', 'with', 'chili')"
potato french fries with chili,kg,food,"Potato, french fries, with chili",0.46,combined_food_emissions,potato french fry with chili,"('potato', 'french', 'fry', 'with', 'chili')"
potato french fries with chili and cheese,0.091,food,"potato, french fries, with chili and cheese",0.46,Existing Dataset,potato french fry with chili and cheese,"('potato', 'french', 'fry', 'with', 'chili', 'and', 'cheese')"
potato french fries with chili and cheese,kg,food,"Potato, french fries, with chili and cheese",0.46,combined_food_emissions,potato french fry with chili and cheese,"('potato', 'french', 'fry', 'with', 'chili', 'and', 'cheese')"
potato french fries with chili and cheese fast food restaurant,0.091,food,"potato, french fries, with chili and cheese, fast food / restaurant",0.46,Existing Dataset,potato french fry with chili and cheese fast food restaurant,"('potato', 'french', 'fry', 'with', 'chili', 'and', 'cheese', 'fast', 'food', 'restaurant')"
potato french fries with chili and cheese fast food restaurant,kg,food,"Potato, french fries, with chili and cheese, fast food / restaurant",0.46,combined_food_emissions,potato french fry with chili and cheese fast food restaurant,"('potato', 'french', 'fry', 'with', 'chili', 'and', 'cheese', 'fast', 'food', 'restaurant')"
potato french fries with chili fast food restaurant,0.114,food,"potato, french fries, with chili, fast food / restaurant",0.46,Existing Dataset,potato french fry with chili fast food restaurant,"('potato', 'french', 'fry', 'with', 'chili', 'fast', 'food', 'restaurant')"
potato french fries with chili fast food restaurant,kg,food,"Potato, french fries, with chili, fast food / restaurant",0.46,combined_food_emissions,potato french fry with chili fast food restaurant,"('potato', 'french', 'fry', 'with', 'chili', 'fast', 'food', 'restaurant')"
potato from puerto rican beef stew with gravy,0.142,food,"potato from puerto rican beef stew, with gravy",99.48,Existing Dataset,potato from puerto rican beef stew with gravy,"('potato', 'from', 'puerto', 'rican', 'beef', 'stew', 'with', 'gravy')"
potato from puerto rican beef stew with gravy,kg,food,"Potato from Puerto Rican beef stew, with gravy",99.48,combined_food_emissions,potato from puerto rican beef stew with gravy,"('potato', 'from', 'puerto', 'rican', 'beef', 'stew', 'with', 'gravy')"
potato from puerto rican chicken fricassee with sauce,0.113,food,"potato from puerto rican chicken fricassee, with sauce",9.87,Existing Dataset,potato from puerto rican chicken fricassee with sauce,"('potato', 'from', 'puerto', 'rican', 'chicken', 'fricassee', 'with', 'sauce')"
potato from puerto rican chicken fricassee with sauce,kg,food,"Potato from Puerto Rican chicken fricassee, with sauce",9.87,combined_food_emissions,potato from puerto rican chicken fricassee with sauce,"('potato', 'from', 'puerto', 'rican', 'chicken', 'fricassee', 'with', 'sauce')"
potato hash brown from dry mix,0.114,food,"potato, hash brown, from dry mix",0.46,Existing Dataset,potato hash brown from dry mix,"('potato', 'hash', 'brown', 'from', 'dry', 'mix')"
potato hash brown from dry mix,kg,food,"Potato, hash brown, from dry mix",0.46,combined_food_emissions,potato hash brown from dry mix,"('potato', 'hash', 'brown', 'from', 'dry', 'mix')"
potato hash brown from fast food,0.1,food,"potato, hash brown, from fast food",0.46,Existing Dataset,potato hash brown from fast food,"('potato', 'hash', 'brown', 'from', 'fast', 'food')"
potato hash brown from fast food,kg,food,"Potato, hash brown, from fast food",0.46,combined_food_emissions,potato hash brown from fast food,"('potato', 'hash', 'brown', 'from', 'fast', 'food')"
potato hash brown from fast food with cheese,0.089,food,"potato, hash brown, from fast food, with cheese",0.46,Existing Dataset,potato hash brown from fast food with cheese,"('potato', 'hash', 'brown', 'from', 'fast', 'food', 'with', 'cheese')"
potato hash brown from fast food with cheese,kg,food,"Potato, hash brown, from fast food, with cheese",0.46,combined_food_emissions,potato hash brown from fast food with cheese,"('potato', 'hash', 'brown', 'from', 'fast', 'food', 'with', 'cheese')"
potato hash brown from fresh,0.145,food,"potato, hash brown, from fresh",0.46,Existing Dataset,potato hash brown from,"('potato', 'hash', 'brown', 'from')"
potato hash brown from fresh,kg,food,"Potato, hash brown, from fresh",0.46,combined_food_emissions,potato hash brown from,"('potato', 'hash', 'brown', 'from')"
potato hash brown from fresh with cheese,0.128,food,"potato, hash brown, from fresh, with cheese",0.46,Existing Dataset,potato hash brown from with cheese,"('potato', 'hash', 'brown', 'from', 'with', 'cheese')"
potato hash brown from fresh with cheese,kg,food,"Potato, hash brown, from fresh, with cheese",0.46,combined_food_emissions,potato hash brown from with cheese,"('potato', 'hash', 'brown', 'from', 'with', 'cheese')"
potato hash brown from restaurant,0.1,food,"potato, hash brown, from restaurant",0.46,Existing Dataset,potato hash brown from restaurant,"('potato', 'hash', 'brown', 'from', 'restaurant')"
potato hash brown from restaurant,kg,food,"Potato, hash brown, from restaurant",0.46,combined_food_emissions,potato hash brown from restaurant,"('potato', 'hash', 'brown', 'from', 'restaurant')"
potato hash brown from restaurant with cheese,0.089,food,"potato, hash brown, from restaurant, with cheese",0.46,Existing Dataset,potato hash brown from restaurant with cheese,"('potato', 'hash', 'brown', 'from', 'restaurant', 'with', 'cheese')"
potato hash brown from restaurant with cheese,kg,food,"Potato, hash brown, from restaurant, with cheese",0.46,combined_food_emissions,potato hash brown from restaurant with cheese,"('potato', 'hash', 'brown', 'from', 'restaurant', 'with', 'cheese')"
potato hash brown from school lunch,0.115,food,"potato, hash brown, from school lunch",0.46,Existing Dataset,potato hash brown from school lunch,"('potato', 'hash', 'brown', 'from', 'school', 'lunch')"
potato hash brown from school lunch,kg,food,"Potato, hash brown, from school lunch",0.46,combined_food_emissions,potato hash brown from school lunch,"('potato', 'hash', 'brown', 'from', 'school', 'lunch')"
potato hash brown nfs,0.114,food,"potato, hash brown, nfs",0.46,Existing Dataset,potato hash brown nfs,"('potato', 'hash', 'brown', 'nfs')"
potato hash brown nfs,kg,food,"Potato, hash brown, NFS",0.46,combined_food_emissions,potato hash brown nfs,"('potato', 'hash', 'brown', 'nfs')"
potato hash brown ready to heat,0.114,food,"potato, hash brown, ready-to-heat",0.46,Existing Dataset,potato hash brown ready to heat,"('potato', 'hash', 'brown', 'ready', 'to', 'heat')"
potato hash brown ready to heat,kg,food,"Potato, hash brown, ready-to-heat",0.46,combined_food_emissions,potato hash brown ready to heat,"('potato', 'hash', 'brown', 'ready', 'to', 'heat')"
potato hash brown ready to heat with cheese,0.1,food,"potato, hash brown, ready-to-heat, with cheese",0.46,Existing Dataset,potato hash brown ready to heat with cheese,"('potato', 'hash', 'brown', 'ready', 'to', 'heat', 'with', 'cheese')"
potato hash brown ready to heat with cheese,kg,food,"Potato, hash brown, ready-to-heat, with cheese",0.46,combined_food_emissions,potato hash brown ready to heat with cheese,"('potato', 'hash', 'brown', 'ready', 'to', 'heat', 'with', 'cheese')"
potato home fries from fresh,0.146,food,"potato, home fries, from fresh",0.46,Existing Dataset,potato home fry from,"('potato', 'home', 'fry', 'from')"
potato home fries from fresh,kg,food,"Potato, home fries, from fresh",0.46,combined_food_emissions,potato home fry from,"('potato', 'home', 'fry', 'from')"
potato home fries from restaurant fast food,0.14,food,"potato, home fries, from restaurant / fast food",0.46,Existing Dataset,potato home fry from restaurant fast food,"('potato', 'home', 'fry', 'from', 'restaurant', 'fast', 'food')"
potato home fries from restaurant fast food,kg,food,"Potato, home fries, from restaurant / fast food",0.46,combined_food_emissions,potato home fry from restaurant fast food,"('potato', 'home', 'fry', 'from', 'restaurant', 'fast', 'food')"
potato home fries nfs,0.144,food,"potato, home fries, nfs",0.46,Existing Dataset,potato home fry nfs,"('potato', 'home', 'fry', 'nfs')"
potato home fries nfs,kg,food,"Potato, home fries, NFS",0.46,combined_food_emissions,potato home fry nfs,"('potato', 'home', 'fry', 'nfs')"
potato home fries ready to heat,0.144,food,"potato, home fries, ready-to-heat",0.46,Existing Dataset,potato home fry ready to heat,"('potato', 'home', 'fry', 'ready', 'to', 'heat')"
potato home fries ready to heat,kg,food,"Potato, home fries, ready-to-heat",0.46,combined_food_emissions,potato home fry ready to heat,"('potato', 'home', 'fry', 'ready', 'to', 'heat')"
potato home fries with vegetables,0.124,food,"potato, home fries, with vegetables",0.46,Existing Dataset,potato home fry with vegetable,"('potato', 'home', 'fry', 'with', 'vegetable')"
potato home fries with vegetables,kg,food,"Potato, home fries, with vegetables",0.46,combined_food_emissions,potato home fry with vegetable,"('potato', 'home', 'fry', 'with', 'vegetable')"
potato mashed from dry mix made with milk,0.031,food,"potato, mashed, from dry mix, made with milk",0.46,Existing Dataset,potato mashed from dry mix made with milk,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk')"
potato mashed from dry mix made with milk,kg,food,"Potato, mashed, from dry mix, made with milk",0.46,combined_food_emissions,potato mashed from dry mix made with milk,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk')"
potato mashed from dry mix made with milk with cheese,0.031,food,"potato, mashed, from dry mix, made with milk, with cheese",0.46,Existing Dataset,potato mashed from dry mix made with milk with cheese,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk', 'with', 'cheese')"
potato mashed from dry mix made with milk with cheese,kg,food,"Potato, mashed, from dry mix, made with milk, with cheese",0.46,combined_food_emissions,potato mashed from dry mix made with milk with cheese,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk', 'with', 'cheese')"
potato mashed from dry mix made with milk with gravy,0.029,food,"potato, mashed, from dry mix, made with milk, with gravy",0.46,Existing Dataset,potato mashed from dry mix made with milk with gravy,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk', 'with', 'gravy')"
potato mashed from dry mix made with milk with gravy,kg,food,"Potato, mashed, from dry mix, made with milk, with gravy",0.46,combined_food_emissions,potato mashed from dry mix made with milk with gravy,"('potato', 'mashed', 'from', 'dry', 'mix', 'made', 'with', 'milk', 'with', 'gravy')"
potato mashed from dry mix nfs,0.031,food,"potato, mashed, from dry mix, nfs",0.46,Existing Dataset,potato mashed from dry mix nfs,"('potato', 'mashed', 'from', 'dry', 'mix', 'nfs')"
potato mashed from dry mix nfs,kg,food,"Potato, mashed, from dry mix, NFS",0.46,combined_food_emissions,potato mashed from dry mix nfs,"('potato', 'mashed', 'from', 'dry', 'mix', 'nfs')"
potato mashed from fast food,0.035,food,"potato, mashed, from fast food",0.46,Existing Dataset,potato mashed from fast food,"('potato', 'mashed', 'from', 'fast', 'food')"
potato mashed from fast food,kg,food,"Potato, mashed, from fast food",0.46,combined_food_emissions,potato mashed from fast food,"('potato', 'mashed', 'from', 'fast', 'food')"
potato mashed from fast food with gravy,0.032,food,"potato, mashed, from fast food, with gravy",0.46,Existing Dataset,potato mashed from fast food with gravy,"('potato', 'mashed', 'from', 'fast', 'food', 'with', 'gravy')"
potato mashed from fast food with gravy,kg,food,"Potato, mashed, from fast food, with gravy",0.46,combined_food_emissions,potato mashed from fast food with gravy,"('potato', 'mashed', 'from', 'fast', 'food', 'with', 'gravy')"
potato mashed from fresh made with milk,0.169,food,"potato, mashed, from fresh, made with milk",0.46,Existing Dataset,potato mashed from made with milk,"('potato', 'mashed', 'from', 'made', 'with', 'milk')"
potato mashed from fresh made with milk,kg,food,"Potato, mashed, from fresh, made with milk",0.46,combined_food_emissions,potato mashed from made with milk,"('potato', 'mashed', 'from', 'made', 'with', 'milk')"
potato mashed from fresh made with milk with cheese,0.154,food,"potato, mashed, from fresh, made with milk, with cheese",0.46,Existing Dataset,potato mashed from made with milk with cheese,"('potato', 'mashed', 'from', 'made', 'with', 'milk', 'with', 'cheese')"
potato mashed from fresh made with milk with cheese,kg,food,"Potato, mashed, from fresh, made with milk, with cheese",0.46,combined_food_emissions,potato mashed from made with milk with cheese,"('potato', 'mashed', 'from', 'made', 'with', 'milk', 'with', 'cheese')"
potato mashed from fresh made with milk with gravy,0.139,food,"potato, mashed, from fresh, made with milk, with gravy",0.46,Existing Dataset,potato mashed from made with milk with gravy,"('potato', 'mashed', 'from', 'made', 'with', 'milk', 'with', 'gravy')"
potato mashed from fresh made with milk with gravy,kg,food,"Potato, mashed, from fresh, made with milk, with gravy",0.46,combined_food_emissions,potato mashed from made with milk with gravy,"('potato', 'mashed', 'from', 'made', 'with', 'milk', 'with', 'gravy')"
potato mashed from fresh nfs,0.169,food,"potato, mashed, from fresh, nfs",0.46,Existing Dataset,potato mashed from nfs,"('potato', 'mashed', 'from', 'nfs')"
potato mashed from fresh nfs,kg,food,"Potato, mashed, from fresh, NFS",0.46,combined_food_emissions,potato mashed from nfs,"('potato', 'mashed', 'from', 'nfs')"
potato mashed from restaurant,0.161,food,"potato, mashed, from restaurant",0.46,Existing Dataset,potato mashed from restaurant,"('potato', 'mashed', 'from', 'restaurant')"
potato mashed from restaurant,kg,food,"Potato, mashed, from restaurant",0.46,combined_food_emissions,potato mashed from restaurant,"('potato', 'mashed', 'from', 'restaurant')"
potato mashed from restaurant with gravy,0.133,food,"potato, mashed, from restaurant, with gravy",0.46,Existing Dataset,potato mashed from restaurant with gravy,"('potato', 'mashed', 'from', 'restaurant', 'with', 'gravy')"
potato mashed from restaurant with gravy,kg,food,"Potato, mashed, from restaurant, with gravy",0.46,combined_food_emissions,potato mashed from restaurant with gravy,"('potato', 'mashed', 'from', 'restaurant', 'with', 'gravy')"
potato mashed from school lunch,0.029,food,"potato, mashed, from school lunch",0.46,Existing Dataset,potato mashed from school lunch,"('potato', 'mashed', 'from', 'school', 'lunch')"
potato mashed from school lunch,kg,food,"Potato, mashed, from school lunch",0.46,combined_food_emissions,potato mashed from school lunch,"('potato', 'mashed', 'from', 'school', 'lunch')"
potato mashed nfs,0.169,food,"potato, mashed, nfs",0.46,Existing Dataset,potato mashed nfs,"('potato', 'mashed', 'nfs')"
potato mashed nfs,kg,food,"Potato, mashed, NFS",0.46,combined_food_emissions,potato mashed nfs,"('potato', 'mashed', 'nfs')"
potato mashed ready to heat,0.011,food,"potato, mashed, ready-to-heat",0.46,Existing Dataset,potato mashed ready to heat,"('potato', 'mashed', 'ready', 'to', 'heat')"
potato mashed ready to heat,kg,food,"Potato, mashed, ready-to-heat",0.46,combined_food_emissions,potato mashed ready to heat,"('potato', 'mashed', 'ready', 'to', 'heat')"
potato mashed ready to heat nfs,0.011,food,"potato, mashed, ready-to-heat, nfs",0.46,Existing Dataset,potato mashed ready to heat nfs,"('potato', 'mashed', 'ready', 'to', 'heat', 'nfs')"
potato mashed ready to heat nfs,kg,food,"Potato, mashed, ready-to-heat, NFS",0.46,combined_food_emissions,potato mashed ready to heat nfs,"('potato', 'mashed', 'ready', 'to', 'heat', 'nfs')"
potato mashed ready to heat with cheese,0.013,food,"potato, mashed, ready-to-heat, with cheese",0.46,Existing Dataset,potato mashed ready to heat with cheese,"('potato', 'mashed', 'ready', 'to', 'heat', 'with', 'cheese')"
potato mashed ready to heat with cheese,kg,food,"Potato, mashed, ready-to-heat, with cheese",0.46,combined_food_emissions,potato mashed ready to heat with cheese,"('potato', 'mashed', 'ready', 'to', 'heat', 'with', 'cheese')"
potato mashed ready to heat with gravy,0.013,food,"potato, mashed, ready-to-heat, with gravy",0.46,Existing Dataset,potato mashed ready to heat with gravy,"('potato', 'mashed', 'ready', 'to', 'heat', 'with', 'gravy')"
potato mashed ready to heat with gravy,kg,food,"Potato, mashed, ready-to-heat, with gravy",0.46,combined_food_emissions,potato mashed ready to heat with gravy,"('potato', 'mashed', 'ready', 'to', 'heat', 'with', 'gravy')"
potato nfs,0.204,food,"potato, nfs",0.46,Existing Dataset,potato nfs,"('potato', 'nfs')"
potato nfs,kg,food,"Potato, NFS",0.46,combined_food_emissions,potato nfs,"('potato', 'nfs')"
potato roasted from fresh peel eaten fat added ns as to fat type,0.112,food,"potato, roasted, from fresh, peel eaten, fat added, ns as to fat type",0.46,Existing Dataset,potato roasted from peel eaten fat added ns as to fat type,"('potato', 'roasted', 'from', 'peel', 'eaten', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato roasted from fresh peel eaten fat added ns as to fat type,kg,food,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",0.46,combined_food_emissions,potato roasted from peel eaten fat added ns as to fat type,"('potato', 'roasted', 'from', 'peel', 'eaten', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato roasted from fresh peel eaten made with butter,0.112,food,"potato, roasted, from fresh, peel eaten, made with butter",0.46,Existing Dataset,potato roasted from peel eaten made with butter,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'butter')"
potato roasted from fresh peel eaten made with butter,kg,food,"Potato, roasted, from fresh, peel eaten, made with butter",0.46,combined_food_emissions,potato roasted from peel eaten made with butter,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'butter')"
potato roasted from fresh peel eaten made with margarine,0.112,food,"potato, roasted, from fresh, peel eaten, made with margarine",0.46,Existing Dataset,potato roasted from peel eaten made with margarine,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'margarine')"
potato roasted from fresh peel eaten made with margarine,kg,food,"Potato, roasted, from fresh, peel eaten, made with margarine",0.46,combined_food_emissions,potato roasted from peel eaten made with margarine,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'margarine')"
potato roasted from fresh peel eaten made with oil,0.112,food,"potato, roasted, from fresh, peel eaten, made with oil",0.46,Existing Dataset,potato roasted from peel eaten made with oil,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'oil')"
potato roasted from fresh peel eaten made with oil,kg,food,"Potato, roasted, from fresh, peel eaten, made with oil",0.46,combined_food_emissions,potato roasted from peel eaten made with oil,"('potato', 'roasted', 'from', 'peel', 'eaten', 'made', 'with', 'oil')"
potato roasted from fresh peel eaten no added fat,0.118,food,"potato, roasted, from fresh, peel eaten, no added fat",0.46,Existing Dataset,potato roasted from peel eaten no added fat,"('potato', 'roasted', 'from', 'peel', 'eaten', 'no', 'added', 'fat')"
potato roasted from fresh peel eaten no added fat,kg,food,"Potato, roasted, from fresh, peel eaten, no added fat",0.46,combined_food_emissions,potato roasted from peel eaten no added fat,"('potato', 'roasted', 'from', 'peel', 'eaten', 'no', 'added', 'fat')"
potato roasted from fresh peel eaten ns as to fat,0.112,food,"potato, roasted, from fresh, peel eaten, ns as to fat",0.46,Existing Dataset,potato roasted from peel eaten ns as to fat,"('potato', 'roasted', 'from', 'peel', 'eaten', 'ns', 'as', 'to', 'fat')"
potato roasted from fresh peel eaten ns as to fat,kg,food,"Potato, roasted, from fresh, peel eaten, NS as to fat",0.46,combined_food_emissions,potato roasted from peel eaten ns as to fat,"('potato', 'roasted', 'from', 'peel', 'eaten', 'ns', 'as', 'to', 'fat')"
potato roasted from fresh peel not eaten fat added ns as to fat type,0.204,food,"potato, roasted, from fresh, peel not eaten, fat added, ns as to fat type",0.46,Existing Dataset,potato roasted from peel not eaten fat added ns as to fat type,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato roasted from fresh peel not eaten fat added ns as to fat type,kg,food,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",0.46,combined_food_emissions,potato roasted from peel not eaten fat added ns as to fat type,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'fat', 'added', 'ns', 'as', 'to', 'fat', 'type')"
potato roasted from fresh peel not eaten made with butter,0.204,food,"potato, roasted, from fresh, peel not eaten, made with butter",0.46,Existing Dataset,potato roasted from peel not eaten made with butter,"('potato', 'roasted', 'from', 'peel', 'not', 'eaten', 'made', 'with', 'butter')"
